"PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"230238_at","SOWAHA","sosondowah ankyrin repeat domain family member A",-1.41729599561156,6.49669010050605,-10.130670294845,1.33275964889913e-20,3.72348665322227e-19,35.9466496188833
"230250_at","PTPRB","protein tyrosine phosphatase receptor type B",-1.12477912707669,7.81564789329147,-6.7776360327291,7.88934615461366e-11,5.91538673893996e-10,13.771029668227
"230287_at","SGSM1","small G protein signaling modulator 1",-1.05312882556052,6.09689139700482,-12.4396586495105,2.7297546923477e-28,1.72742289125128e-26,53.4865544200233
"230300_at","PSMA5","proteasome 20S subunit alpha 5",-1.57111521837983,7.26469908479973,-11.6312313048523,1.53673370899391e-25,7.19973569316555e-24,47.2073496862453
"230323_s_at","TMEM45B","transmembrane protein 45B",-1.09950185535324,6.56866842223407,-7.83365233808857,1.14734106062931e-13,1.30363409164397e-12,20.1849576904817
"230418_s_at","GALNT16","polypeptide N-acetylgalactosaminyltransferase 16",-1.30901561128009,8.08749697345085,-5.90865028507947,1.055647183843e-08,5.71290802500406e-08,8.98959814100405
"230438_at","TBX15","T-box transcription factor 15",-1.05726405307693,7.09176025390992,-10.6280180863312,3.2837861824657e-22,1.0868099850261e-20,39.6120231421322
"230493_at","SHISA2","shisa family member 2",-1.08507905813395,8.27097277210946,-3.85795518048004,0.000143635195090467,0.00037934761334998,-0.166769802888179
"230570_at","EIF3H","eukaryotic translation initiation factor 3 subunit H",-1.27558052842855,7.74977130366814,-9.86908985418667,9.07066908790605e-20,2.29176909603172e-18,34.0496472143548
"230593_at","GRIK3","glutamate ionotropic receptor kainate type subunit 3",-1.58760836999796,4.96183010504551,-23.476723885582,1.08069213212166e-66,1.90602717173393e-63,141.231571802657
"230679_at","DCAF10","DDB1 and CUL4 associated factor 10",-1.21647418512897,7.52458315052435,-9.94151723135073,5.34534408316966e-20,1.39037434703759e-18,34.5726530657853
"230748_at","SLC16A6","solute carrier family 16 member 6",-2.42382292601717,7.8132143094927,-12.2183890307188,1.56309478562468e-27,9.14034303786412e-26,51.7560083008011
"230863_at","LRP2","LDL receptor related protein 2",-2.07862210117246,7.53094091725614,-11.3946604480755,9.57169186810179e-25,4.09493155624777e-23,45.3945943742128
"230866_at","CYSLTR1","cysteinyl leukotriene receptor 1",-1.62489140724154,6.13501214795202,-15.4609982346675,7.06711885120906e-39,1.25861473351744e-36,77.6793254718347
"231120_x_at","PKIB","cAMP-dependent protein kinase inhibitor beta",-1.52301183851362,6.37364216114011,-7.03570805387497,1.68997123622349e-11,1.39071609483022e-10,15.280824963102
"231773_at","ANGPTL1","angiopoietin like 1",-1.23600868125615,5.51393862428782,-7.56459409865549,6.40982661772342e-13,6.54693200680044e-12,18.493160027014
"231820_x_at","ZNF587","zinc finger protein 587",-1.2370945328111,7.19033763010359,-13.7290153675546,9.13566163623797e-33,9.2670185521579e-31,63.710370425851
"231878_at","PAGR1","PAXIP1 associated glutamate rich protein 1",-1.07769833552416,7.97403642344748,-12.4669160187118,2.20052376509808e-28,1.40389307884174e-26,53.7002986411697
"231906_at","HOXD8","homeobox D8",-1.10600713270756,8.76318225831513,-7.71810400684732,2.41262525062437e-13,2.62142856871796e-12,19.4538275488695
"231923_at","TMEM150C","transmembrane protein 150C",-1.34499606976662,7.03004985457208,-11.5775987935629,2.32887765716633e-25,1.06808415972933e-23,46.7953135767941
"231993_at","ITGBL1","integrin subunit beta like 1",-1.01563806882275,8.91125414607271,-7.50045466249814,9.60736961433756e-13,9.5349960730424e-12,18.0954472252769
"232073_at","PPFIA2","PTPRF interacting protein alpha 2",-1.23412126718058,4.83654654298409,-32.1856904596063,1.45172841833032e-93,1.133903589603e-89,202.389679700963
"232176_at","SLITRK6","SLIT and NTRK like family member 6",-1.83202570231369,6.30106609772614,-8.92319013889447,7.6548936260123e-17,1.35930922053336e-15,27.3920464991053
"232336_at","ZSWIM5","zinc finger SWIM-type containing 5",-1.1174372130355,6.5539658047446,-11.1916014362771,4.55579620193992e-24,1.8274993201839e-22,43.8487367233034
"232381_s_at","DNAH5","dynein axonemal heavy chain 5",-1.1263408869393,8.00071999884113,-14.0817182859699,5.28268120401775e-34,6.09347246476098e-32,66.5392827663725
"232481_s_at","SLITRK6","SLIT and NTRK like family member 6",-1.151618754872,7.59527443778922,-5.21610224121754,3.686407514252e-07,1.54258633737738e-06,5.5421118103587
"232752_at","LOXL1-AS1","LOXL1 antisense RNA 1",-1.02547735768355,7.37087213041122,-6.97709086791927,2.40606058836115e-11,1.93905720625103e-10,14.934474779165
"232914_s_at","SYTL2","synaptotagmin like 2",-1.16093195958189,9.60801611258408,-7.51429519814386,8.80553839109498e-13,8.79187018869829e-12,18.1810837105741
"233059_at","KCNJ3","potassium inwardly rectifying channel subfamily J member 3",-1.89286069847789,5.16576216446189,-7.50814615267839,9.15327523371045e-13,9.12240837409987e-12,18.1430246789485
"233498_at","ERBB4","erb-b2 receptor tyrosine kinase 4",-2.27216114587101,6.65659786418005,-13.6535650209771,1.67851326047038e-32,1.64173009868011e-30,63.1066811930135
"233520_s_at","CMYA5","cardiomyopathy associated 5",-1.35800673235391,7.24366395739501,-16.04105928779,6.18682515759765e-41,1.32652809996726e-38,82.3836262168286
"234709_at","CAPN13","calpain 13",-1.95453381257124,5.89676007068804,-9.55601073280553,8.74299306854406e-19,1.96152296275194e-17,31.8095217034703
"234998_at","RAB11A","RAB11A, member RAS oncogene family",-1.10193978749983,8.59447999154881,-9.90684466362354,6.88672844445552e-20,1.76361535222766e-18,34.3220606584904
"235004_at","RBM24","RNA binding motif protein 24",-1.75837944198602,6.30376550019974,-8.59534479289639,7.30013549918006e-16,1.13843385173323e-14,25.1670180212735
"235038_at","KRR1","KRR1 small subunit processome component homolog",-1.10994391698827,6.50641626148293,-26.9097681263797,8.94770048939437e-78,3.05759702661023e-74,166.494554632221
"235046_at","INPP4B","inositol polyphosphate-4-phosphatase type II B",-2.17944691103026,7.99043888776827,-11.6464005016761,1.36611138171101e-25,6.42789499096812e-24,47.3239992696017
"235076_at","CALCOCO2","calcium binding and coiled-coil domain 2",-1.04512281994391,8.85604619946626,-12.3772121317849,4.47054909487908e-28,2.75255936669497e-26,52.9973257646432
"235144_at","RASEF","RAS and EF-hand domain containing",-1.03499099490741,9.07361228977585,-5.19878178476861,4.01198919200415e-07,1.66708853224522e-06,5.46030402891718
"235165_at","PARD6B","par-6 family cell polarity regulator beta",-1.165468297213,8.349818671076,-6.06828142800243,4.4483659127529e-09,2.55526638948605e-08,9.83134216643438
"235183_at","FILIP1","filamin A interacting protein 1",-1.06257258180996,6.27019685378065,-6.67301381297181,1.45741684345423e-10,1.05189944961119e-09,13.1702415612299
"235193_at","FAM214A","family with sequence similarity 214 member A",-1.55854448498658,6.39868471334962,-15.2289164607556,4.69650459966138e-38,7.92535151192858e-36,75.7989961909783
"235318_at","FBN1","fibrillin 1",-1.04557306635141,7.73401057210148,-5.50981454825953,8.50083756254341e-08,3.96742034769152e-07,6.96268554532323
"235550_at","MAP9","microtubule associated protein 9",-1.09851099446414,5.69226443798493,-19.7603199776239,4.79364943261911e-54,3.27615978410563e-51,112.35222467972
"235561_at","TXNL1","thioredoxin like 1",-1.6943667847848,6.19859213041438,-13.2903713692599,3.11257956871222e-31,2.65491868828925e-29,60.2089836276435
"235570_at","RBMS3","RNA binding motif single stranded interacting protein 3",-1.07200847039139,8.68770941656861,-5.80957647425966,1.78996381191886e-08,9.32414933466688e-08,8.47582851277826
"235722_at","SYNJ2BP","synaptojanin 2 binding protein",-1.04197982539266,5.83823515077088,-10.6684507544503,2.42259643593396e-22,8.13109024767891e-21,39.9131658742586
"235940_at","C9orf64","chromosome 9 open reading frame 64",-1.05703075365353,8.72541666039072,-9.58877234467536,6.90830549528959e-19,1.57117971279101e-17,32.042322207227
"235956_at","CEP126","centrosomal protein 126",-1.20567629291349,7.06270325884593,-8.91356087815713,8.18422806394609e-17,1.44672702682267e-15,27.3260492138157
"235976_at","SLITRK6","SLIT and NTRK like family member 6",-1.38421520825811,5.66641392873269,-5.64889907315321,4.15698349658849e-08,2.04299391169416e-07,7.65694614655495
"235978_at","FABP4","fatty acid binding protein 4",-1.6591370204297,6.74081311842964,-5.83274309330802,1.58296361761959e-08,8.32357528306895e-08,8.59536452038312
"236037_at","ARFGEF3","ARFGEF family member 3",-1.08469361304725,6.9686996659517,-16.4642653259981,1.94818256044482e-42,4.77654177095608e-40,85.8170697812832
"236115_at","HTR7P1","5-hydroxytryptamine receptor 7 pseudogene 1",-1.45757740039805,6.12589463387788,-18.2799715604598,7.33050980746946e-49,3.18091764859836e-46,100.503604404354
"236128_at","ZNF91","zinc finger protein 91",-1.17513399073431,6.6214878938737,-12.3643238838405,4.94928993583273e-28,3.03706427880645e-26,52.8964349762546
"236204_at","COPS8","COP9 signalosome subunit 8",-1.0050869598928,5.31397753820712,-14.5924878109016,8.37549036111271e-36,1.13348993934118e-33,70.6529652734616
"236335_at","GUCY1A2","guanylate cyclase 1 soluble subunit alpha 2",-1.60423073200652,6.02630898806399,-9.77474037677229,1.80175781206415e-19,4.38216674264268e-18,33.3709875797442
"236396_at","LOC101927263","uncharacterized LOC101927263",-1.08878731964214,5.75529217234301,-16.8050921819674,1.2039169948429e-43,3.27483391507641e-41,88.5811072653135
"236445_at","CYP2T1P","cytochrome P450 family 2 subfamily T member 1, pseudogene",-1.0593423257901,6.8573698420225,-6.29378005386768,1.27650633350719e-09,8.00378254409469e-09,11.04910289817
"236534_at","BNIPL","BCL2 interacting protein like",-1.11057482379795,7.57925311559506,-6.20233164552732,2.12602632596737e-09,1.29098722092699e-08,10.5512570889552
"237086_at","FOXA1","forkhead box A1",-2.34111675441911,5.68434180175567,-11.2027277990813,4.18354176168922e-24,1.6855942949179e-22,43.933188189803
"237168_at","NEK5","NIMA related kinase 5",-1.14767514443751,4.91980880996663,-15.8123761190061,4.00813599285669e-40,7.88290774854099e-38,80.5284828914621
"237169_at","TNC","tenascin C",-1.05884514665087,5.56780762240238,-9.5659470911488,8.14055434494131e-19,1.83591611784081e-17,31.8800876555269
"237189_at","HOXB-AS1","HOXB cluster antisense RNA 1",-1.17876224504467,5.74026751301165,-21.2875702505862,2.5756618801881e-59,2.65706251508084e-56,124.390742059843
"237339_at","LINC00993","long intergenic non-protein coding RNA 993",-3.01142893198034,6.71008023282662,-14.8163119404926,1.35571874288249e-36,1.97663792712266e-34,72.4606543797701
"237395_at","CYP4Z1","cytochrome P450 family 4 subfamily Z member 1",-3.30319799494766,6.10013270269906,-12.6836858039897,3.94822730631875e-29,2.69499785234679e-27,55.4043186543904
"237706_at","STXBP4","syntaxin binding protein 4",-1.16385030888165,5.42266984944793,-25.7638819225418,3.81122575478999e-74,9.0599464410062e-71,158.226320709457
"238017_at","SDR16C5","short chain dehydrogenase/reductase family 16C member 5",-1.30302404565359,7.18741409927177,-5.17398221142794,4.52717919632314e-07,1.86679082023974e-06,5.34355691009698
"238116_at","DYNLRB2","dynein light chain roadblock-type 2",-1.72663547000083,6.32864544234087,-17.1814761308376,5.57882068918434e-45,1.67594517132502e-42,91.6309127256233
"238458_at","MICU3","mitochondrial calcium uptake family member 3",-1.06185071298365,5.77790193287643,-6.67094741535295,1.47509599094615e-10,1.06343451087791e-09,13.1584421215429
"238520_at","TRERF1","transcriptional regulating factor 1",-1.48159860301708,7.1323667064114,-12.6713155851059,4.35574914189038e-29,2.95839235196095e-27,55.3068826902085
"238682_at","CCDC96","coiled-coil domain containing 96",-1.52650284519803,6.28373194696679,-18.7745126319579,1.33709307990952e-50,6.64596037673209e-48,104.478302229439
"238778_at","MPP7","MAGUK p55 scaffold protein 7",-1.14364095704254,6.79406836354349,-6.68132510308361,1.38838840624363e-10,1.00476685786063e-09,13.2177265110309
"238824_at","RPS29","ribosomal protein S29",-1.24702671934451,6.55125989333337,-12.1691602277821,2.30202452073509e-27,1.32348255174754e-25,51.372139297287
"238992_at","POLI","DNA polymerase iota",-1.64792850291544,6.99415514150421,-13.1964465649211,6.60787212049001e-31,5.47402133617865e-29,59.462032295464
"239587_at","TLR3","toll like receptor 3",-1.01195789441441,7.32555319569524,-7.10461747572898,1.11288420709769e-11,9.40738157437635e-11,15.6905184474549
"239765_at","CPEB3","cytoplasmic polyadenylation element binding protein 3",-1.18594997417827,5.1907162781557,-10.195473113986,8.25997492091196e-21,2.36076387245615e-19,36.420000379058
"240192_at","GATA3-AS1","GATA3 antisense RNA 1",-1.92061082672545,5.17181916876314,-16.0170007582493,7.53087783349135e-41,1.57758906339517e-38,82.1884399002305
"240304_s_at","TMC5","transmembrane channel like 5",-1.39839928312111,7.18910355633989,-6.45592761784788,5.10137195844379e-10,3.38903416558827e-09,11.9450045285372
"241031_at","C2CD4A","C2 calcium dependent domain containing 4A",-1.30455600334332,5.50194494853357,-7.04271546392451,1.61987692310337e-11,1.3366551580241e-10,15.3223623121776
"241310_at","NEK5","NIMA related kinase 5",-1.88526670565224,5.43331739125223,-14.1572105671809,2.86633459535062e-34,3.37751818967231e-32,67.1461294781628
"241689_at","METTL14","methyltransferase 14, N6-adenosine-methyltransferase subunit",-1.03559546598755,7.11323525030214,-13.2418012274018,4.59455220057962e-31,3.87068014740663e-29,59.8225905641871
"241782_at","NEBL","nebulette",-1.02491097957727,6.13424482817525,-6.55742311898215,2.84983903445851e-10,1.96562317659921e-09,12.5142177726348
"241804_at","LOC105369228","uncharacterized LOC105369228",-1.38590378878969,5.53981530439611,-10.5425039824114,6.23892445991851e-22,1.9971498527286e-20,38.976625517022
"241888_at","ACTR3C","actin related protein 3C",-1.22499116625226,5.70403009640533,-22.9117075069256,8.24104312580503e-65,1.28736866543826e-61,136.936191714317
"242033_at","RNF180","ring finger protein 180",-1.01563163849818,5.2020454644233,-9.40336849707626,2.60654470058178e-18,5.54093435086736e-17,30.7300074205536
"242093_at","SYTL5","synaptotagmin like 5",-1.88299050595358,5.64275670294662,-10.7510791951177,1.29939001252842e-22,4.49931278878984e-21,40.5299851516657
"242153_at","LARP1B","La ribonucleoprotein 1B",-1.06035221667111,6.74746687636367,-11.02196065742,1.6650028053995e-23,6.33941701846918e-22,42.5648712746548
"242442_x_at","TRMT10A","tRNA methyltransferase 10A",-1.48761769772864,6.41437977291501,-14.422822320098,3.32425211056898e-35,4.26651371233237e-33,69.284565833313
"242458_at","RALGPS2","Ral GEF with PH domain and SH3 binding motif 2",-1.56811763826517,5.3790592335757,-22.2530392662592,1.34827152790944e-62,1.79796940947436e-59,131.882888460776
"242569_at","STAM2","signal transducing adaptor molecule 2",-1.11437676248476,5.28837042492503,-21.4226466734234,8.89924753654332e-60,9.35704536654819e-57,125.444791335174
"242579_at","BMPR1B","bone morphogenetic protein receptor type 1B",-1.696070165038,6.61455573865974,-6.62089656480602,1.97388274506876e-10,1.39524290997588e-09,12.8734401862746
"242601_at","HEPACAM2","HEPACAM family member 2",-1.03816985008498,4.44323367239258,-7.54004599601908,7.48553713440503e-13,7.54278921532611e-12,18.3406850437273
"242649_x_at","HMGN2P46","high mobility group nucleosomal binding domain 2 pseudogene 46",-1.04627354889745,4.88496854952047,-13.2353088329997,4.83995031419181e-31,4.05865465381039e-29,59.7709624543736
"242912_at","POTEM","POTE ankyrin domain family member M",-1.01622963114869,6.89995316498339,-8.06557190231898,2.53094146834522e-14,3.1694737696238e-13,21.6726381971488
"242979_at","IRS1","insulin receptor substrate 1",-1.09770292511072,7.23629962390121,-6.98795800557063,2.25385280201613e-11,1.82318984983329e-10,14.9985349316429
"243311_at","DEFB132","defensin beta 132",-2.48801551524489,5.23649235500486,-18.9178784860205,4.20002691239999e-51,2.12626362440249e-48,105.627707181253
"243634_at","SMIM14","small integral membrane protein 14",-1.13037280637268,6.69437290074651,-11.4399196173823,6.75175783020422e-25,2.92978062989219e-23,45.7404416591366
"243755_at","PRLR","prolactin receptor",-1.33229105979972,7.31250526855242,-10.1785286067807,9.36182643333405e-21,2.65762128890207e-19,36.2961025653648
"244745_at","RERG","RAS like estrogen regulated growth inhibitor",-1.64640080996108,5.82533366743252,-7.98695052398757,4.23702736257644e-14,5.12861348348167e-13,21.1653345485193
"244749_at","FAM111A-DT","FAM111A divergent transcript",-1.19759993308585,6.86564070924,-14.2286825636236,1.60609400127961e-34,1.94707737294818e-32,67.7210576176617
"49452_at","ACACB","acetyl-CoA carboxylase beta",-1.14064357786542,8.91280347022753,-5.51026592097652,8.48130489276048e-08,3.95898015036011e-07,6.96491648936425
"51158_at","FAM174B","family with sequence similarity 174 member B",-1.24071405969623,8.61936097387077,-9.70599554755662,2.96519887646531e-19,7.02740565976336e-18,32.8784240476194
